Target,ID,Date,Flag,User,Tweet,Clean_Tweet,Sentiment
0,1558732577,Sun Apr 19 09:14:44 PDT 2009,NO_QUERY,bklynonez,@rudyWRITES  ima make u wear a dress when u come to brooklyn lol,  ima make u wear a dress when u come to brooklyn lol,Positive
0,2202669061,Tue Jun 16 22:11:58 PDT 2009,NO_QUERY,itschristian,"having a bad hair month, I've got to get a job ",having a bad hair month ive got to get a job ,Negative
0,1999602127,Mon Jun 01 20:30:14 PDT 2009,NO_QUERY,Toropoki,@i9News Oh noes! No news! , oh noes no news ,Neutral
0,2258703001,Sat Jun 20 16:21:29 PDT 2009,NO_QUERY,SnrDms,On my way to portland. . T__T this is going to be a long drive.  good thing i got ma music! ,on my way to portland  tt this is going to be a long drive  good thing i got ma music ,Positive
0,2199072840,Tue Jun 16 16:59:06 PDT 2009,NO_QUERY,Heyyjamieheyy,@peaceoutHelga no i miss you more  how was the last day of school?, no i miss you more  how was the last day of school,Positive
0,1990834022,Mon Jun 01 05:50:57 PDT 2009,NO_QUERY,JUSTASKHER,I forgot my ipod ,i forgot my ipod ,Neutral
4,2175068282,Mon Jun 15 00:00:29 PDT 2009,NO_QUERY,ragnarok1971,@mpesce Have you not heard of the &quot;Delete&quot; key? - He is my favorite - Makes all the badness go away , have you not heard of the quotdeletequot key  he is my favorite  makes all the badness go away ,Positive
0,2325197758,Thu Jun 25 04:58:43 PDT 2009,NO_QUERY,jeslyngoh,Sore throat  - http://tweet.sg,sore throat   ,Neutral
0,2224102085,Thu Jun 18 09:05:25 PDT 2009,NO_QUERY,sincuerdo,@torrewhitey ay  , ay  ,Neutral
0,1976808741,Sat May 30 19:08:18 PDT 2009,NO_QUERY,kirash4,"@Mediamum But, but, but, I don't remember what I answered anymore. ", but but but i dont remember what i answered anymore ,Neutral
4,1835248051,Mon May 18 05:31:46 PDT 2009,NO_QUERY,bahaghari08,@katokat I don't follow all my followers too.  it's to keep my twitter hassle and beep-free. )), i dont follow all my followers too  its to keep my twitter hassle and beepfree ,Neutral
4,2063962315,Sun Jun 07 04:44:42 PDT 2009,NO_QUERY,elocio,"Iron and Wine - Naked As We Came ~Good Morning/Afternoon/Evening, All  â« http://blip.fm/~7sgm6",iron and wine  naked as we came good morningafternoonevening all   ,Positive
4,2071568186,Sun Jun 07 19:36:15 PDT 2009,NO_QUERY,Catudy12,watching the NBA finals with magic in the lead with a minute left  while having dinner with my close friends,watching the nba finals with magic in the lead with a minute left  while having dinner with my close friends,Positive
0,1676677765,Fri May 01 22:48:30 PDT 2009,NO_QUERY,dmbtoffee,@groton haha well i have a &quot;final&quot; on monday and homework to turn in , haha well i have a quotfinalquot on monday and homework to turn in ,Positive
4,1752087391,Sat May 09 21:01:16 PDT 2009,NO_QUERY,patrickallmond,@kelleydmcguire I don't know. What does it take to butter you up? Actual butter?  xoxo, i dont know what does it take to butter you up actual butter  xoxo,Neutral
4,2059617041,Sat Jun 06 17:17:31 PDT 2009,NO_QUERY,MissTrioxin245,Workin on my um I dunno beer oh PBR you own my heart ,workin on my um i dunno beer oh pbr you own my heart ,Positive
0,1960864593,Fri May 29 08:37:23 PDT 2009,NO_QUERY,Hammonassett,is wondering why no one else is following it....  C'mon people!,is wondering why no one else is following it  cmon people,Neutral
0,2202258825,Tue Jun 16 21:29:50 PDT 2009,NO_QUERY,Wittylama,Powerhouse Museum now has a waterdamaged folio collection  All due to a DVD case. http://bit.ly/Xxbww video killed the paperback star?,powerhouse museum now has a waterdamaged folio collection  all due to a dvd case  video killed the paperback star,Negative
4,1998735059,Mon Jun 01 19:02:23 PDT 2009,NO_QUERY,RochelleVeturis,@unmarketing ohhh snap! R u really staying at the Imperial Palace? @reporterhaley &amp; I will be at the Luxor  #monstervegastweetup, ohhh snap r u really staying at the imperial palace  amp i will be at the luxor  monstervegastweetup,Positive
0,2246284933,Fri Jun 19 17:22:00 PDT 2009,NO_QUERY,sydney07,@ChicoBonds taking X1 or X10 into city tmrw? I will be on X1 at 5:39am tmrw , taking x or x into city tmrw i will be on x at am tmrw ,Neutral
0,2246924863,Fri Jun 19 18:19:43 PDT 2009,NO_QUERY,Ladzs,I wanna play with lego!! But i has none  so today I think I will plaaay... atari or sega master.. nothin beats old skool gamin! weeeeeee!!,i wanna play with lego but i has none  so today i think i will plaaay atari or sega master nothin beats old skool gamin weeeeeee,Positive
4,1556383967,Sat Apr 18 22:37:45 PDT 2009,NO_QUERY,corina6941,@jonasbrothers yay jonas comes out may 2 ahhh im so xcited , yay jonas comes out may  ahhh im so xcited ,Neutral
4,2180424999,Mon Jun 15 10:27:11 PDT 2009,NO_QUERY,RobertKMitchell,"last day in Montreal - home late tmrw night....have loved working here, but ready to be home ",last day in montreal  home late tmrw nighthave loved working here but ready to be home ,Positive
0,1965997101,Fri May 29 16:55:57 PDT 2009,NO_QUERY,karikopac,"lied last weekend when she said she wouldn't get upset, just an FYI. ",lied last weekend when she said she wouldnt get upset just an fyi ,Neutral
0,2189093492,Mon Jun 15 23:13:36 PDT 2009,NO_QUERY,yaimick,geez! my feet hurt so much! first day of school was rainy.  why oh why?,geez my feet hurt so much first day of school was rainy  why oh why,Positive
0,1970388216,Sat May 30 03:40:01 PDT 2009,NO_QUERY,keren4562,"@lilahmcfly im here, but i should go... they dont answer to me! ", im here but i should go they dont answer to me ,Neutral
0,2249506686,Fri Jun 19 22:27:45 PDT 2009,NO_QUERY,Diosce,I'M SO EXCITED!!!! and i just hope that school ID's are accepted cuz i don't have a state ID ,im so excited and i just hope that school ids are accepted cuz i dont have a state id ,Positive
4,1793372939,Thu May 14 02:26:35 PDT 2009,NO_QUERY,nibby01,if anyone wants to volunteer with me in Okehampton - June 21st - Classic Car Rally please send me a DM...thanks ,if anyone wants to volunteer with me in okehampton  june st  classic car rally please send me a dmthanks ,Positive
4,1998105876,Mon Jun 01 18:00:11 PDT 2009,NO_QUERY,tdkiscoolio,@ProClub @Miss_Ella_Baby I already called &quot;The Scout&quot; lookin guy. Too late. ,  i already called quotthe scoutquot lookin guy too late ,Negative
0,1969953230,Sat May 30 01:51:56 PDT 2009,NO_QUERY,vividearth,"is not sure why fellow cyclists hate on aerobars so much  i only use them solon, never in group rides....so what's the big deal???",is not sure why fellow cyclists hate on aerobars so much  i only use them solon never in group ridesso whats the big deal,Negative
4,2064632935,Sun Jun 07 06:47:18 PDT 2009,NO_QUERY,filipecarrera,On my way to Budapest for the JCI European Conference ,on my way to budapest for the jci european conference ,Neutral
4,1974577703,Sat May 30 13:25:09 PDT 2009,NO_QUERY,Jonas_Crazy,downstairs..teaching myself how to play when you look me in the eyes on the piano. haha ,downstairsteaching myself how to play when you look me in the eyes on the piano haha ,Positive
4,2176898528,Mon Jun 15 05:00:42 PDT 2009,NO_QUERY,thepixiepop,@drinkmoxie thank you for the gmail question answer last night , thank you for the gmail question answer last night ,Neutral
4,1824731976,Sun May 17 02:40:57 PDT 2009,NO_QUERY,shaktijs,@nakulshenoy thank u , thank u ,Neutral
0,2296920930,Tue Jun 23 09:47:55 PDT 2009,NO_QUERY,breezyallday07,i wish i knew what to do.. baby is teethin has a fever n something wrong wit his ear... ,i wish i knew what to do baby is teethin has a fever n something wrong wit his ear ,Negative
0,2238750583,Fri Jun 19 07:41:33 PDT 2009,NO_QUERY,skoopsl8,@wmhsrebelmom it's free (if you subscribe to the paper paper) , its free if you subscribe to the paper paper ,Positive
0,2203877730,Wed Jun 17 00:45:25 PDT 2009,NO_QUERY,AnnikaLL,"@triciamartinez hay nako, I hope not. @JuliCutijD I'm Sorry, I can't shut off twittfeed ", hay nako i hope not  im sorry i cant shut off twittfeed ,Negative
0,2016686819,Wed Jun 03 07:11:44 PDT 2009,NO_QUERY,mascarastain,New iPod just arrived! Crap i miss my old one ,new ipod just arrived crap i miss my old one ,Negative
0,1881547424,Fri May 22 04:57:30 PDT 2009,NO_QUERY,nadhiyamali,@vinithasaira i have seo classes on sunday    , i have seo classes on sunday    ,Neutral
4,2193372758,Tue Jun 16 08:22:08 PDT 2009,NO_QUERY,SweetCorazonNY,@NKOTB Can you please send DEWSOLDIERGIRL her confirmation so she can rejoin the community boards which she left of her own free will , can you please send dewsoldiergirl her confirmation so she can rejoin the community boards which she left of her own free will ,Positive
0,1792690713,Wed May 13 23:55:34 PDT 2009,NO_QUERY,jonah2000,Stuck in traffic in foggy Brum ,stuck in traffic in foggy brum ,Neutral
4,1932680987,Tue May 26 21:58:57 PDT 2009,NO_QUERY,RaeAn5352,Just saw RENT in DC with Anthony Rapp and Adam Pascal (from the original cast!) with a pretty girl and is all giggly. For both reasons. ,just saw rent in dc with anthony rapp and adam pascal from the original cast with a pretty girl and is all giggly for both reasons ,Positive
4,1962882041,Fri May 29 11:51:17 PDT 2009,NO_QUERY,SaracaB,summer  new phone!,summer  new phone,Positive
0,2066109557,Sun Jun 07 09:54:24 PDT 2009,NO_QUERY,Luketheduke92,School sucks i know but im done as of friday the 5th woo hoo but my poor baby still has school ,school sucks i know but im done as of friday the th woo hoo but my poor baby still has school ,Negative
0,1564258277,Mon Apr 20 02:35:27 PDT 2009,NO_QUERY,chavie101,"@dinidu yes, but when she gets hot she gets pretty slow on the uptake... and becomes such a bitch that you begin to think about suicide! ", yes but when she gets hot she gets pretty slow on the uptake and becomes such a bitch that you begin to think about suicide ,Positive
0,1932302000,Tue May 26 21:12:08 PDT 2009,NO_QUERY,hshoeh,just played tooth fairy to christina. woke her up. fuckkkkkk i hope she forgets ,just played tooth fairy to christina woke her up fuckkkkkk i hope she forgets ,Neutral
0,2183212188,Mon Jun 15 14:11:51 PDT 2009,NO_QUERY,SoulSessionsDC3,@teemwilliams aaaaaw maaaam u can ask her: she go to David show in Barcelona????? because I go to this shoooow and I need see her again , aaaaaw maaaam u can ask her she go to david show in barcelona because i go to this shoooow and i need see her again ,Neutral
0,2201742212,Tue Jun 16 20:42:27 PDT 2009,NO_QUERY,Drmcmarc,cant find my Manitou!! ,cant find my manitou ,Neutral
0,2223867163,Thu Jun 18 08:48:32 PDT 2009,NO_QUERY,Janet903,Suposed to be working but really just sitting her worrying. Oh boy what fun. ,suposed to be working but really just sitting her worrying oh boy what fun ,Positive
0,2231369192,Thu Jun 18 18:26:53 PDT 2009,NO_QUERY,potnood,Is dreaming about amanda being back in her arms  if only dreams came true,is dreaming about amanda being back in her arms  if only dreams came true,Positive
0,1468965663,Tue Apr 07 04:37:26 PDT 2009,NO_QUERY,MarinaMina,needs some tlc ,needs some tlc ,Neutral
0,2221796910,Thu Jun 18 06:01:05 PDT 2009,NO_QUERY,KandiLollipop,@x3Soraya Hey BooBoo! Thank u! No signs of sickness ..n BOOM! 2day I wake up feeling sickly  ..I want pasta! Mmmm lol, hey booboo thank u no signs of sickness n boom day i wake up feeling sickly  i want pasta mmmm lol,Positive
4,2176412486,Mon Jun 15 03:48:20 PDT 2009,NO_QUERY,FoxReportHD, ;) July Flowers (July 2009) #Holiday,  july flowers july  holiday,Neutral
0,2063077233,Sun Jun 07 01:17:13 PDT 2009,NO_QUERY,brownie_mixx,"@RickyShucks I only drink when I'm incredibly depressed.  One of my friends likes to drink. And when she drinks, she talks about politics ", i only drink when im incredibly depressed  one of my friends likes to drink and when she drinks she talks about politics ,Positive
0,1977586719,Sat May 30 21:16:24 PDT 2009,NO_QUERY,KristyDziukala,@mitchelmusso can you do another saynow right NOW , can you do another saynow right now ,Positive
0,1963815473,Fri May 29 13:17:30 PDT 2009,NO_QUERY,skibabe12,I don't feel good.  .My throat hurts!!!!,i dont feel good  my throat hurts,Positive
0,2253240575,Sat Jun 20 07:50:02 PDT 2009,NO_QUERY,smileyxholster,NO MORE FOLLOWERS ,no more followers ,Negative
0,2323033767,Wed Jun 24 23:46:25 PDT 2009,NO_QUERY,AccringtonPaul,"Good morning! Was desperate to go running last night, but still not well at all. Did push ups &amp; sit up between coughings fits ",good morning was desperate to go running last night but still not well at all did push ups amp sit up between coughings fits ,Positive
0,2054445411,Sat Jun 06 07:22:06 PDT 2009,NO_QUERY,Coltari,yay for only 4 staff on a saturday! an i forgot my memory card so no cod on me break ,yay for only  staff on a saturday an i forgot my memory card so no cod on me break ,Neutral
0,2070778226,Sun Jun 07 18:16:53 PDT 2009,NO_QUERY,Britainlamar,This time yesterday I was arriving at Prom ,this time yesterday i was arriving at prom ,Neutral
4,2058982421,Sat Jun 06 16:00:53 PDT 2009,NO_QUERY,mariahbuzolin,Hmmm  What a wonderful day so far. Hangover was ABSOLUTELY AMAZING! And now im melting,hmmm  what a wonderful day so far hangover was absolutely amazing and now im melting,Positive
4,1963179968,Fri May 29 12:19:38 PDT 2009,NO_QUERY,aconner22,I just sent 3 emails in a row that ended with &quot;Please advise.&quot;  Probably cuz I hate when I get those and wanted to take it out on others. ,i just sent  emails in a row that ended with quotplease advisequot  probably cuz i hate when i get those and wanted to take it out on others ,Negative
0,2239554146,Fri Jun 19 08:41:06 PDT 2009,NO_QUERY,tracijordanbuse,It is HOT in this building!! The AC is broken! Heat index is 107 today ,it is hot in this building the ac is broken heat index is  today ,Negative
0,2199479828,Tue Jun 16 17:33:39 PDT 2009,NO_QUERY,ideal34,@djpplus Damn it I thought we were starting a stylist business and u consulting 4 free on twitter! , damn it i thought we were starting a stylist business and u consulting  free on twitter ,Positive
4,1971319531,Sat May 30 06:48:56 PDT 2009,NO_QUERY,st3phanief,Listening to Dave Days ,listening to dave days ,Neutral
4,2014349168,Wed Jun 03 01:14:07 PDT 2009,NO_QUERY,xandiee,@JonMarro Need an opinion! What makes a good design? , need an opinion what makes a good design ,Positive
0,2240020414,Fri Jun 19 09:14:35 PDT 2009,NO_QUERY,sophielizabethh,Ow! I just got a splinter in my toe off the living room floor  oww D:,ow i just got a splinter in my toe off the living room floor  oww d,Neutral
0,1977347866,Sat May 30 20:46:03 PDT 2009,NO_QUERY,IMKILLINUHOES,Anybody wanna rub ma tummy? It hurts so bad....   never thought i say this but im bout to cry.....,anybody wanna rub ma tummy it hurts so bad   never thought i say this but im bout to cry,Negative
0,2071644561,Sun Jun 07 19:42:52 PDT 2009,NO_QUERY,honeyandjam,i've been sick all day. some kind of stomach bug. i hate being sick. ,ive been sick all day some kind of stomach bug i hate being sick ,Negative
0,2007520820,Tue Jun 02 12:45:39 PDT 2009,NO_QUERY,troglet,I bought chicken thighs instead of edible chicken.  This makes me cry.  Frozen pizza for me tonight then ,i bought chicken thighs instead of edible chicken  this makes me cry  frozen pizza for me tonight then ,Negative
4,1692020681,Sun May 03 19:06:27 PDT 2009,NO_QUERY,bbygirl_k,Watching Juno  I love this movie!!! And having a vegetarian sushi roll ,watching juno  i love this movie and having a vegetarian sushi roll ,Positive
0,1564827682,Mon Apr 20 05:03:44 PDT 2009,NO_QUERY,CRIM2007,Stressful day ,stressful day ,Neutral
0,2175603253,Mon Jun 15 01:27:32 PDT 2009,NO_QUERY,vesula,@TerriNixon He is in the process of leaving now (he's on MSN at home) , he is in the process of leaving now hes on msn at home ,Neutral
0,2244215904,Fri Jun 19 14:27:21 PDT 2009,NO_QUERY,mdizzle72,Going to go and clean...blah!!! ,going to go and cleanblah ,Neutral
4,2043910645,Fri Jun 05 08:35:38 PDT 2009,NO_QUERY,vickyjones91,i hate buses. so need to pass my driving test ,i hate buses so need to pass my driving test ,Negative
4,1970552142,Sat May 30 04:19:26 PDT 2009,NO_QUERY,Clazibabi,is chillin at her boyfriends going to go and sunbathe soon ,is chillin at her boyfriends going to go and sunbathe soon ,Neutral
4,2174583558,Sun Jun 14 22:51:43 PDT 2009,NO_QUERY,joedecker,@mactavish no worries   I'm told a Twitterific fix is just waiting for Apple to get around to approving it., no worries   im told a twitterific fix is just waiting for apple to get around to approving it,Neutral
4,2069696004,Sun Jun 07 16:21:25 PDT 2009,NO_QUERY,bethcartrette,Been at pool since 12 and still sitting out here watching my bf do cannonballs like he is 12. Luv my life ,been at pool since  and still sitting out here watching my bf do cannonballs like he is  luv my life ,Neutral
0,2016166435,Wed Jun 03 06:17:33 PDT 2009,NO_QUERY,absoluteremix,@tskywalker yeah i've been sick since last friday , yeah ive been sick since last friday ,Negative
4,2014299149,Wed Jun 03 01:04:24 PDT 2009,NO_QUERY,BrittannyNicole,"i can't remember when i became a night owl,but it's 1 o'clock in the morning and i just made mac&amp;cheese  tomorrow morning should be good",i cant remember when i became a night owlbut its  oclock in the morning and i just made macampcheese  tomorrow morning should be good,Positive
0,2186289861,Mon Jun 15 18:37:38 PDT 2009,NO_QUERY,yaxenduff,I miss you ,i miss you ,Neutral
4,2053681567,Sat Jun 06 05:22:24 PDT 2009,NO_QUERY,felicityfuller,@Trapes excellent - i hope you have a brilliant time! , excellent  i hope you have a brilliant time ,Positive
4,1970377536,Sat May 30 03:37:14 PDT 2009,NO_QUERY,Kathuti,@phauphau  i'm happy  and you?,  im happy  and you,Positive
4,2061457857,Sat Jun 06 20:54:46 PDT 2009,NO_QUERY,dino_mia,Good day ,good day ,Positive
4,2016364887,Wed Jun 03 06:38:58 PDT 2009,NO_QUERY,schokopudding,"@ultraviolet__x yea, i kinda have the same impression.  looks like they are flirting.. ", yea i kinda have the same impression  looks like they are flirting ,Neutral
0,2264767783,Sun Jun 21 04:53:08 PDT 2009,NO_QUERY,SophieC853,Is bored and has nothing to do ,is bored and has nothing to do ,Negative
4,1675930978,Fri May 01 20:40:23 PDT 2009,NO_QUERY,leerzej,@vipvirtualsols  would you invite your friends too   to follow me ,  would you invite your friends too   to follow me ,Neutral
0,2174521803,Sun Jun 14 22:43:48 PDT 2009,NO_QUERY,chriskiss317,I want to listen to my zune but I can't find my head phones ,i want to listen to my zune but i cant find my head phones ,Neutral
4,1880771956,Fri May 22 02:26:56 PDT 2009,NO_QUERY,Saims,Good news. The car is fixed! Yea! I love my dad ,good news the car is fixed yea i love my dad ,Positive
0,1974543832,Sat May 30 13:20:54 PDT 2009,NO_QUERY,Jermelle,@youngyonny a lot it's her whole mixtape at least 13 songs enough to make a mixtape  she's heated too! I know her song Amazin was leaked, a lot its her whole mixtape at least  songs enough to make a mixtape  shes heated too i know her song amazin was leaked,Negative
0,1971004104,Sat May 30 05:55:55 PDT 2009,NO_QUERY,Belisse,"wishing I could have a burrito filled with scrambled eggs, ham, cheese... damn you diet!!! I'll settle for little blueberry pancakes. ",wishing i could have a burrito filled with scrambled eggs ham cheese damn you diet ill settle for little blueberry pancakes ,Negative
0,2061140384,Sat Jun 06 20:15:32 PDT 2009,NO_QUERY,Pochaccoyoly,@asexiness  That sucks!,  that sucks,Negative
0,1994242334,Mon Jun 01 11:38:02 PDT 2009,NO_QUERY,abbyryder,"@DerrickJWyatt She looks so cute and badass all in one go! Not sure she'll turn up in the UK, we haven't had the last few figures here. ", she looks so cute and badass all in one go not sure shell turn up in the uk we havent had the last few figures here ,Positive
0,2249629133,Fri Jun 19 22:42:02 PDT 2009,NO_QUERY,Amberli3,I missed my friend's b-day party because I had to frickin' work &amp; it sucks real bad!!! I love you solome! I fail... ,i missed my friends bday party because i had to frickin work amp it sucks real bad i love you solome i fail ,Negative
4,1565760163,Mon Apr 20 07:29:40 PDT 2009,NO_QUERY,IsMiseShauna,my first time on twitter!!! ,my first time on twitter ,Positive
4,2004376114,Tue Jun 02 08:06:19 PDT 2009,NO_QUERY,sicknastyalison,In Spanish classs ,in spanish classs ,Neutral
4,2050565202,Fri Jun 05 18:54:00 PDT 2009,NO_QUERY,ensredshirt,@RenaissanceAsh My special skill in life is to be a smart ass.  I seem to have it down pretty good. , my special skill in life is to be a smart ass  i seem to have it down pretty good ,Positive
4,2180231199,Mon Jun 15 10:11:12 PDT 2009,NO_QUERY,domilovesoreos,@damagedpeople oh okey  have you already asked your parents because of the flesh tunnels?, oh okey  have you already asked your parents because of the flesh tunnels,Neutral
0,2256242387,Sat Jun 20 12:28:43 PDT 2009,NO_QUERY,neurogirl07,"@d_dannels That's why I'm not going to watch it. Couldnt take it.  She's in a better place though, don't 4get that.", thats why im not going to watch it couldnt take it  shes in a better place though dont get that,Positive
0,1988757373,Sun May 31 23:17:08 PDT 2009,NO_QUERY,nicolegreen,sleep! i have a busy day of hanging flyers and making a million calls tomorrow. keep your fingers crossed we find his home! ,sleep i have a busy day of hanging flyers and making a million calls tomorrow keep your fingers crossed we find his home ,Positive
0,2017210370,Wed Jun 03 08:01:56 PDT 2009,NO_QUERY,marvinjamalbell,@MzBell08 why you laughin'? it's not funny. , why you laughin its not funny ,Negative
4,2060665158,Sat Jun 06 19:20:22 PDT 2009,NO_QUERY,kaylaasaurx,"@singitlloudx3 I'm no thief  btw all these tweets from you give me false hope, here I am thinking I have a friend texting me!", im no thief  btw all these tweets from you give me false hope here i am thinking i have a friend texting me,Negative
0,2000939391,Mon Jun 01 23:22:41 PDT 2009,NO_QUERY,CindyPater,@JonathanRKnight  I hope thats not the case. i hope u guys cont. 2 perform 2gether. I do feel honored 2 have seen u in concert n,  i hope thats not the case i hope u guys cont  perform gether i do feel honored  have seen u in concert n,Neutral
0,1770964931,Mon May 11 22:45:59 PDT 2009,NO_QUERY,CourtneyATX,Dying with no AC till tomorrow ,dying with no ac till tomorrow ,Neutral
4,2062637935,Sat Jun 06 23:49:51 PDT 2009,NO_QUERY,postmadonna,"@DonnieWahlberg I effing love you, Donnie. Give a shout out to your boy in VanCity. ", i effing love you donnie give a shout out to your boy in vancity ,Neutral
0,2218146221,Wed Jun 17 21:58:16 PDT 2009,NO_QUERY,ASUChrissy,could go for some ASU right about now ,could go for some asu right about now ,Positive
0,2063873557,Sun Jun 07 04:24:43 PDT 2009,NO_QUERY,ytmileyraycyrus,iam inlove with someone but htey dnt know ,iam inlove with someone but htey dnt know ,Neutral
4,2052325431,Sat Jun 06 00:21:15 PDT 2009,NO_QUERY,lasvegasjen,Wondering why Vegas is a trending topic for at least the second night in a row. What am I missing? ,wondering why vegas is a trending topic for at least the second night in a row what am i missing ,Negative
4,1795603607,Thu May 14 08:03:30 PDT 2009,NO_QUERY,keliharriman,@RobertKazinsky well dissapointed u didn't get sexiest male whats goin on there! , well dissapointed u didnt get sexiest male whats goin on there ,Neutral
0,2056397062,Sat Jun 06 11:04:13 PDT 2009,NO_QUERY,oddballgirl,"@RoseForVF I wish I knew if mine could be upgraded. It only has 512MB RAM and that's terrible, especially since it was Vista. So slow. ", i wish i knew if mine could be upgraded it only has mb ram and thats terrible especially since it was vista so slow ,Negative
4,2176656202,Mon Jun 15 04:26:09 PDT 2009,NO_QUERY,belenen,YAAAY! the Atlanta Friends Meeting (Quakers) has started a meditation on Tuesday evenings! I can participate without getting up at 8am!!! ,yaaay the atlanta friends meeting quakers has started a meditation on tuesday evenings i can participate without getting up at am ,Neutral
0,1986195632,Sun May 31 18:28:26 PDT 2009,NO_QUERY,carolinehammond,My throat hurts. ,my throat hurts ,Neutral
4,1559515548,Sun Apr 19 11:20:40 PDT 2009,NO_QUERY,tamsykes,got a new tat. stings a little. watching Law and Order:CI right now. Love the crime shows! ,got a new tat stings a little watching law and orderci right now love the crime shows ,Positive
0,2233464553,Thu Jun 18 21:23:47 PDT 2009,NO_QUERY,jman818,My homeboy said he was commin 2 smoke a blunt wit me but I got stood up ,my homeboy said he was commin  smoke a blunt wit me but i got stood up ,Neutral
4,1823686190,Sat May 16 22:40:21 PDT 2009,NO_QUERY,mysolis,"@SkylineVA lowes &amp; then some car browsing, sounds like a good saturday to me. ", lowes amp then some car browsing sounds like a good saturday to me ,Positive
4,2185309778,Mon Jun 15 17:11:26 PDT 2009,NO_QUERY,erikadavid,@lilcrazedkid what show? where at? , what show where at ,Neutral
4,2015097909,Wed Jun 03 03:41:35 PDT 2009,NO_QUERY,steamrunner,"@BrokenStruggle a) no trolley, b) you haven't asked!  (what am I? A pack mule!? ", a no trolley b you havent asked  what am i a pack mule ,Neutral
0,1686384419,Sun May 03 05:11:29 PDT 2009,NO_QUERY,Ratzzz,"went shopping with mom... 11 am - 4 30 pm... my feet, my poor poor feet... ",went shopping with mom  am    pm my feet my poor poor feet ,Negative
4,1980353552,Sun May 31 06:29:46 PDT 2009,NO_QUERY,emilyrobe,Dovedale was stunning  but busy LOL. Heading home to start preparing for the family BBQ tonight!,dovedale was stunning  but busy lol heading home to start preparing for the family bbq tonight,Positive
4,1881868067,Fri May 22 05:44:38 PDT 2009,NO_QUERY,Krystalle,"@vanhemlock: Again, I'd totally go out for that job if it was local to me. I'd even color my hair HK pink for it! ", again id totally go out for that job if it was local to me id even color my hair hk pink for it ,Negative
0,1759994481,Sun May 10 20:25:13 PDT 2009,NO_QUERY,kerrirenea,Goin to bed.. Had a loooong day! So not lookin forward to the work week. Or Kenna's shots tomorrow afternoon. ,goin to bed had a loooong day so not lookin forward to the work week or kennas shots tomorrow afternoon ,Neutral
4,1752918296,Sat May 09 23:26:39 PDT 2009,NO_QUERY,jwolvin,@bicegirl555 thanks!! , thanks ,Positive
4,1977260678,Sat May 30 20:31:19 PDT 2009,NO_QUERY,acciosuki,Prom was awesome and amazing! ,prom was awesome and amazing ,Positive
4,1825160508,Sun May 17 04:36:26 PDT 2009,NO_QUERY,daveg38,@BrandyandIce LOL I see you didn't bother disagreeing ! I'll up my use of grooming products , lol i see you didnt bother disagreeing  ill up my use of grooming products ,Positive
0,1956156157,Thu May 28 21:17:49 PDT 2009,NO_QUERY,amietron,I hope deliberations tomorrow don't take forever. ,i hope deliberations tomorrow dont take forever ,Neutral
0,1970725926,Sat May 30 04:59:43 PDT 2009,NO_QUERY,JacomusSixNine,Spoiled Emily's awesome saussage/pasta thing ,spoiled emilys awesome saussagepasta thing ,Positive
4,1574086398,Tue Apr 21 04:11:28 PDT 2009,NO_QUERY,fivetwosix,"@krystinlow haha so cute! thankyoub1  i will burn you a cd of jay chou songs so you can learn+lift his lines to convey much, vvv useful!", haha so cute thankyoub  i will burn you a cd of jay chou songs so you can learnlift his lines to convey much vvv useful,Positive
0,2324489305,Thu Jun 25 03:17:05 PDT 2009,NO_QUERY,mitch_phillips,Justine's gone from #Masterchef  will the show still make for delicious viewing without the eye-candy?,justines gone from masterchef  will the show still make for delicious viewing without the eyecandy,Positive
4,1985770747,Sun May 31 17:44:25 PDT 2009,NO_QUERY,vozabala,Getting ready for another week of fun and games  Have a good week to all.,getting ready for another week of fun and games  have a good week to all,Positive
0,2051033799,Fri Jun 05 19:44:28 PDT 2009,NO_QUERY,elafunk,@missduchessbaby nah no new shirts... , nah no new shirts ,Negative
4,1686167578,Sun May 03 04:07:03 PDT 2009,NO_QUERY,Amydouk,there is WAAAAAY too much to learn for anat and phys!1 it's ridiculous!! going to give paddy a bath instead ,there is waaaaay too much to learn for anat and phys its ridiculous going to give paddy a bath instead ,Negative
4,2048496105,Fri Jun 05 15:17:37 PDT 2009,NO_QUERY,liz_pink,On my way to work out! ,on my way to work out ,Neutral
0,2297551329,Tue Jun 23 10:34:54 PDT 2009,NO_QUERY,LeahBraemel,"@joyroett alas, Joy doesn't seem to work for a alpha male spy  However, maybe for his heroine? Hmm ... writing it down", alas joy doesnt seem to work for a alpha male spy  however maybe for his heroine hmm  writing it down,Positive
4,1964417884,Fri May 29 14:12:13 PDT 2009,NO_QUERY,perfumaniac,@UrbanDecay411 : UD 24/7 concealer pencil to brighten the eyes and take away shameful evidence of the previous night ,  ud  concealer pencil to brighten the eyes and take away shameful evidence of the previous night ,Negative
0,1994560009,Mon Jun 01 12:06:25 PDT 2009,NO_QUERY,rowlandshaw,"grumbling about @virginmedia being apparently flaky tonight, that and the good old fashioned atmospheric inversion taking out Channel 4 ",grumbling about  being apparently flaky tonight that and the good old fashioned atmospheric inversion taking out channel  ,Positive
4,1974149568,Sat May 30 12:32:27 PDT 2009,NO_QUERY,stephibobz,@MyNameIsIngrid don't forget pictures miss UFO , dont forget pictures miss ufo ,Neutral
